SYMBOL,COMPANY,NAME OF THE ACQUIRER/DISPOSER,CATEGORY OF PERSON,% SHAREHOLDING (PRIOR),NO. OF SECURITIES (ACQUIRED/DISPLOSED),VALUE OF SECURITY (ACQUIRED/DISPLOSED),ACQUISITION/DISPOSAL TRANSACTION TYPE,TYPE OF SECURITY (POST),NO. OF SECURITY (POST),MODE OF ACQUISITION
NAUKRI,Info Edge (India) Limited,Jithin Krishna Chalil Thondiyeri,Employees/Designated Employees,0.0,103.0,274934.0,Sell,Equity Shares,Nil,Market Sale
NAUKRI,Info Edge (India) Limited,Deepali Singh,Employees/Designated Employees,0.0,1700.0,4637817.0,Sell,Equity Shares,2000,Market Sale
NAUKRI,Info Edge (India) Limited,Sharmeen Khalid,Employees/Designated Employees,0.01,6222.0,16200540.0,Sell,Equity Shares,Nil,Market Sale
NAUKRI,Info Edge (India) Limited,Pradeep Kumar,Employees/Designated Employees,0.0,1000.0,2635000.0,Sell,Equity Shares,2641,Market Sale
NAUKRI,Info Edge (India) Limited,Deepali Singh,Employees/Designated Employees,0.0,550.0,1437882.0,Sell,Equity Shares,1450,Market Sale
NAUKRI,Info Edge (India) Limited,Info Edge Employees Stock Option Plan Trust,Other,0.08,10145.0,101450.0,Sell,Equity Shares,84774,ESOP
NAUKRI,Info Edge (India) Limited,Surbhi Aggarwal,Immediate relative,0.01,50.0,134000.0,Sell,Equity Shares,9650,Market Sale
NAUKRI,Info Edge (India) Limited,Info Edge Employees Stock Option Plan Trust,Other,0.09,3514.0,35140.0,Sell,Equity Shares,108994,ESOP
NAUKRI,Info Edge (India) Limited,Niraj Seth,Employees/Designated Employees,0.0,500.0,1330469.0,Sell,Equity Shares,1145,Market Sale
NAUKRI,Info Edge (India) Limited,Mumul Rastogi,Employees/Designated Employees,0.0,301.0,755000.0,Sell,Equity Shares,Nil,Market Sale
NAUKRI,Info Edge (India) Limited,Mayur Mundada,Employees/Designated Employees,0.0,1677.0,4226000.0,Sell,Equity Shares,Nil,Market Sale
NAUKRI,Info Edge (India) Limited,Abhinav Katiyar,Employees/Designated Employees,0.0,1448.0,3607000.0,Sell,Equity Shares,626,Market Sale
NAUKRI,Info Edge (India) Limited,Niraj Kumar Rana,Employees/Designated Employees,0.0,2500.0,6275000.0,Sell,Equity Shares,Nil,Market Sale
NAUKRI,Info Edge (India) Limited,Subramanya T H,Employees/Designated Employees,0.0,500.0,1252000.0,Sell,Equity Shares,843,Market Sale
NAUKRI,Info Edge (India) Limited,Subramanya T H,Employees/Designated Employees,0.0,400.0,1038000.0,Sell,Equity Shares,443,Market Sale
NAUKRI,Info Edge (India) Limited,Pooja Gautam,Employees/Designated Employees,0.0,390.0,1017900.0,Sell,Equity Shares,Nil,Market Sale
NAUKRI,Info Edge (India) Limited,Anand Prakash Bansal,Employees/Designated Employees,0.02,500.0,1308000.0,Sell,Equity Shares,19457,Market Sale
NAUKRI,Info Edge (India) Limited,Info Edge Employees Stock Option Plan Trust,Other,0.09,14075.0,140750.0,Sell,Equity Shares,94919,ESOP
NAVINFLUOR,Navin Fluorine International Limited,Ninad Pongde,Employees/Designated Employees,0.02,2000.0,1755000,Sell,Equity Shares,6729,Market Sale
NAVINFLUOR,Navin Fluorine International Limited,Ravi Lakshminarayanan,Employees/Designated Employees,0.01,1400.0,1036001,Sell,Equity Shares,2400,Market Sale
NAVINFLUOR,Navin Fluorine International Limited,Vishad Padmanabh Mafatlal Public Charitable Trust No. 1,Promoter Group,0.01,118155.0,0,Buy,Equity Shares,121275,Off Market
NAVINFLUOR,Navin Fluorine International Limited,Mafatlal Impex Pvt Ltd,Promoters,23.57,110400.0,0,Pledge Revoke,Equity Shares,11657420,Revokation of Pledge
NAVINFLUOR,Navin Fluorine International Limited,Lalit Soni,Employees/Designated Employees,0.01,3860.0,2730641,Sell,Equity Shares,Nil,Market Sale
NAVINFLUOR,Navin Fluorine International Limited,Ninad Pongde,Director,0.02,2000.0,1620000,Sell,Equity Shares,8729,Market Sale
NAVINFLUOR,Navin Fluorine International Limited,Mafatlal Impex Pvt Ltd,Promoters,23.57,126500.0,114134625,Pledge Revoke,Equity Shares,11657420,Revokation of Pledge
NAVINFLUOR,Navin Fluorine International Limited,Lalit Soni,Employees/Designated Employees,0.0,3860.0,751928,Buy,Equity Shares,3860,ESOP
NAVINFLUOR,Navin Fluorine International Limited,Ravi Lakshminarayanan,Employees/Designated Employees,0.0,1000.0,1004000,Sell,Equity Shares,1400,Market Sale
NAVINFLUOR,Navin Fluorine International Limited,Piyushkumar G. Vashi,Employees/Designated Employees,0.03,1000.0,1039000,Sell,Equity Shares,12900,Market Sale
NAVINFLUOR,Navin Fluorine International Limited,Mafatlal Impex Pvt Ltd,Promoters,23.16,50000.0,59826450,Sell,Equity Shares,11407420,Market Sale
NAVINFLUOR,Navin Fluorine International Limited,Mafatlal Impex Pvt Ltd,Promoters,23.56,200000.0,239314289,Sell,Equity Shares,11457420,Market Sale
NAVINFLUOR,Navin Fluorine International Limited,Mafatlal Impex Pvt Ltd,Promoters,23.06,26127.0,33416433,Pledge Revoke,Equity Shares,11407420,Revokation of Pledge
NAVINFLUOR,Navin Fluorine International Limited,Subbarao Tata,Employees/Designated Employees,0.0,1400.0,1955800,Sell,Equity Shares,320,Market Sale
NAVINFLUOR,Navin Fluorine International Limited,Gyan Chand Jain,Employees/Designated Employees,0.0,4075.0,2259180,Buy,Equity Shares,4075,ESOP
NAVINFLUOR,Navin Fluorine International Limited,ASHIS KUMAR MUKHERJEE,Employees/Designated Employees,0.04,6625.0,3672900,Buy,Equity Shares,25905,ESOP
NAVKARCORP,Navkar Corporation Limited,Sidhhartha Corporation Private Limited,Promoter Group,6.14,9248347.0,92483470,Pledge,Equity Shares,9248347,Pledge Creation
